Report Number,Date Reported,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Police Deployed,Case Closed,Date Case Closed
100831,24-07-2025 18:30,22-07-2025 00:30,22-07-2025 00:30,Agra,406,CYBERCRIME,65,M,Poison,Traffic Fatality,22,Yes,22-10-2025 18:30
100832,25-02-2025 20:05,23-02-2025 05:05,23-02-2025 05:05,Vasai,328,ILLEGAL POSSESSION,73,M,Blunt Object,Other Crime,13,Yes,27-04-2025 20:05
100833,06-05-2025 18:55,05-05-2025 20:55,05-05-2025 20:55,Meerut,587,IDENTITY THEFT,37,M,Blunt Object,Fire Accident,19,Yes,09-07-2025 18:55
100834,01-04-2025 13:59,31-03-2025 15:59,31-03-2025 15:59,Indore,362,ARSON,29,M,Knife,Violent Crime,7,No,
100835,07-10-2025 05:11,05-10-2025 16:11,05-10-2025 16:11,Mumbai,291,SHOPLIFTING,66,F,Explosives,Fire Accident,20,Yes,13-11-2025 05:11
100836,16-10-2025 10:36,15-10-2025 07:36,15-10-2025 07:36,Bangalore,107,ASSAULT,64,F,None,Other Crime,21,No,
100837,08-04-2025 11:50,06-04-2025 19:50,06-04-2025 19:50,Bhopal,248,DOMESTIC VIOLENCE,39,M,Explosives,Other Crime,21,Yes,11-05-2025 11:50
100838,21-01-2025 03:25,21-01-2025 00:25,21-01-2025 00:25,Visakhapatnam,245,VANDALISM,40,M,Firearm,Fire Accident,26,No,
100839,14-08-2025 16:31,13-08-2025 16:31,13-08-2025 16:31,Varanasi,409,FIREARM OFFENSE,17,F,Poison,Other Crime,18,Yes,09-10-2025 16:31
100840,01-07-2025 13:07,30-06-2025 14:07,30-06-2025 14:07,Ghaziabad,157,ASSAULT,50,M,Other,Traffic Fatality,3,Yes,07-09-2025 13:07
100841,09-07-2025 07:18,06-07-2025 10:18,06-07-2025 10:18,Mumbai,565,FRAUD,74,M,Firearm,Violent Crime,19,No,
100842,11-09-2025 17:56,09-09-2025 22:56,09-09-2025 22:56,Mumbai,337,ROBBERY,61,F,Other,Fire Accident,24,Yes,27-09-2025 17:56
100843,25-03-2025 17:20,25-03-2025 10:20,25-03-2025 10:20,Delhi,429,IDENTITY THEFT,20,F,Poison,Traffic Fatality,30,No,
100844,28-05-2025 01:39,27-05-2025 12:39,27-05-2025 12:39,Srinagar,479,DOMESTIC VIOLENCE,17,M,None,Other Crime,17,Yes,27-06-2025 01:39
100845,28-08-2025 10:48,27-08-2025 04:48,27-08-2025 04:48,Indore,281,SEXUAL ASSAULT,31,M,None,Violent Crime,3,Yes,31-08-2025 10:48
100846,11-03-2025 05:43,09-03-2025 02:43,09-03-2025 02:43,Bhopal,588,SEXUAL ASSAULT,19,F,Firearm,Other Crime,19,No,
100847,11-01-2025 05:04,10-01-2025 17:04,10-01-2025 17:04,Patna,362,EXTORTION,13,F,Other,Violent Crime,18,Yes,10-02-2025 05:04
100848,01-03-2025 15:44,27-02-2025 13:44,27-02-2025 13:44,Indore,353,FIREARM OFFENSE,28,F,None,Traffic Fatality,16,Yes,15-05-2025 15:44
100849,27-11-2025 08:02,25-11-2025 02:02,25-11-2025 02:02,Visakhapatnam,598,HOMICIDE,56,M,Other,Fire Accident,15,Yes,27-12-2025 08:02
100850,08-05-2025 08:35,05-05-2025 21:35,05-05-2025 21:35,Lucknow,324,BURGLARY,36,F,Other,Traffic Fatality,29,No,
100851,08-02-2025 01:47,05-02-2025 09:47,05-02-2025 09:47,Kalyan,465,FRAUD,80,F,Knife,Other Crime,2,Yes,31-03-2025 01:47
100852,25-04-2025 08:33,22-04-2025 14:33,22-04-2025 14:33,Delhi,372,TRAFFIC VIOLATION,70,M,None,Fire Accident,6,No,
100853,08-06-2025 19:06,06-06-2025 22:06,06-06-2025 22:06,Rajkot,197,FIREARM OFFENSE,39,F,Explosives,Traffic Fatality,10,Yes,07-08-2025 19:06
100854,24-01-2025 18:08,22-01-2025 09:08,22-01-2025 09:08,Kolkata,199,VANDALISM,77,F,None,Traffic Fatality,1,Yes,25-02-2025 18:08
100855,15-11-2025 09:57,12-11-2025 14:57,12-11-2025 14:57,Kanpur,327,ASSAULT,76,F,Blunt Object,Fire Accident,29,No,
100856,07-09-2025 17:42,07-09-2025 05:42,07-09-2025 05:42,Delhi,596,CYBERCRIME,65,M,Poison,Traffic Fatality,23,Yes,27-10-2025 17:42
100857,01-05-2025 00:35,01-05-2025 00:35,01-05-2025 00:35,Indore,511,SHOPLIFTING,30,F,Poison,Fire Accident,14,No,
100858,07-07-2025 18:50,05-07-2025 18:50,05-07-2025 18:50,Bhopal,246,VEHICLE - STOLEN,76,F,Knife,Violent Crime,5,No,
100859,18-07-2025 18:16,18-07-2025 18:16,18-07-2025 18:16,Faridabad,386,HOMICIDE,74,M,None,Violent Crime,8,No,
100860,15-04-2025 02:34,12-04-2025 12:34,12-04-2025 12:34,Srinagar,403,VANDALISM,16,M,Other,Violent Crime,29,Yes,27-04-2025 02:34
100861,23-01-2025 22:55,21-01-2025 13:55,21-01-2025 13:55,Ghaziabad,507,VANDALISM,22,M,Knife,Traffic Fatality,27,Yes,24-01-2025 22:55
100862,07-03-2025 23:21,05-03-2025 15:21,05-03-2025 15:21,Ghaziabad,202,HOMICIDE,58,M,Firearm,Traffic Fatality,2,Yes,05-06-2025 23:21
100863,05-04-2025 21:32,03-04-2025 02:32,03-04-2025 02:32,Kolkata,473,ASSAULT,23,M,Firearm,Fire Accident,4,Yes,22-06-2025 21:32
100864,04-09-2025 11:48,01-09-2025 12:48,01-09-2025 12:48,Srinagar,413,ASSAULT,52,F,Firearm,Violent Crime,29,No,
100865,04-07-2025 02:40,01-07-2025 04:40,01-07-2025 04:40,Ahmedabad,533,KIDNAPPING,36,F,Poison,Other Crime,8,Yes,02-09-2025 02:40
100866,06-03-2025 08:30,03-03-2025 16:30,03-03-2025 16:30,Nagpur,409,BURGLARY,13,F,Other,Traffic Fatality,12,Yes,27-03-2025 08:30
100867,23-05-2025 20:33,22-05-2025 13:33,22-05-2025 13:33,Mumbai,326,CYBERCRIME,57,M,None,Violent Crime,12,Yes,14-06-2025 20:33
100868,05-08-2025 09:20,04-08-2025 22:20,04-08-2025 22:20,Varanasi,457,FIREARM OFFENSE,54,M,None,Traffic Fatality,8,Yes,21-08-2025 09:20
100869,13-03-2025 01:20,12-03-2025 23:20,12-03-2025 23:20,Rajkot,146,ARSON,46,F,Other,Violent Crime,6,Yes,25-04-2025 01:20
100870,01-09-2025 00:57,30-08-2025 18:57,30-08-2025 18:57,Kalyan,316,PUBLIC INTOXICATION,48,F,None,Violent Crime,22,No,
100871,01-11-2025 00:20,29-10-2025 02:20,29-10-2025 02:20,Ghaziabad,546,SEXUAL ASSAULT,32,F,None,Fire Accident,27,No,
100872,19-11-2025 18:54,18-11-2025 17:54,18-11-2025 17:54,Pune,417,ASSAULT,46,F,Poison,Violent Crime,11,Yes,25-12-2025 18:54
100873,12-10-2025 20:09,12-10-2025 10:09,12-10-2025 10:09,Ludhiana,251,FRAUD,39,M,Firearm,Violent Crime,3,No,
100874,03-04-2025 13:27,31-03-2025 13:27,31-03-2025 13:27,Ludhiana,428,TRAFFIC VIOLATION,50,F,Other,Fire Accident,27,Yes,18-04-2025 13:27
100875,06-04-2025 00:25,03-04-2025 16:25,03-04-2025 16:25,Agra,444,SHOPLIFTING,21,F,Explosives,Fire Accident,8,No,
100876,27-08-2025 02:27,25-08-2025 12:27,25-08-2025 12:27,Meerut,422,COUNTERFEITING,42,M,Blunt Object,Other Crime,26,Yes,21-09-2025 02:27
100877,20-01-2025 16:40,18-01-2025 08:40,18-01-2025 08:40,Hyderabad,447,DRUG OFFENSE,68,M,None,Violent Crime,27,Yes,29-01-2025 16:40
100878,22-03-2025 07:03,19-03-2025 11:03,19-03-2025 11:03,Meerut,303,PUBLIC INTOXICATION,15,F,Blunt Object,Fire Accident,5,Yes,19-06-2025 07:03
100879,15-12-2025 09:02,14-12-2025 23:02,14-12-2025 23:02,Pune,412,EXTORTION,19,F,Firearm,Violent Crime,17,Yes,15-03-2026 09:02
100880,19-02-2025 02:56,17-02-2025 05:56,17-02-2025 05:56,Meerut,329,IDENTITY THEFT,47,F,Other,Other Crime,7,No,
100881,11-10-2025 00:07,10-10-2025 11:07,10-10-2025 11:07,Meerut,475,SHOPLIFTING,24,F,Explosives,Violent Crime,1,Yes,12-12-2025 00:07
100882,28-01-2025 08:12,26-01-2025 11:12,26-01-2025 11:12,Srinagar,119,SHOPLIFTING,66,M,None,Traffic Fatality,2,No,
100883,11-07-2025 06:24,08-07-2025 15:24,08-07-2025 15:24,Kalyan,303,IDENTITY THEFT,73,M,Knife,Other Crime,24,Yes,04-10-2025 06:24
100884,29-01-2025 07:49,29-01-2025 06:49,29-01-2025 06:49,Indore,429,SHOPLIFTING,39,F,Blunt Object,Fire Accident,3,No,
100885,06-12-2025 06:42,05-12-2025 23:42,05-12-2025 23:42,Visakhapatnam,431,DRUG OFFENSE,72,M,Knife,Traffic Fatality,22,No,
100886,10-03-2025 15:41,07-03-2025 19:41,07-03-2025 19:41,Jaipur,293,COUNTERFEITING,16,F,None,Traffic Fatality,28,No,
100887,14-12-2025 06:15,13-12-2025 00:15,13-12-2025 00:15,Nashik,425,BURGLARY,78,F,Blunt Object,Traffic Fatality,19,No,
100888,05-06-2025 10:15,04-06-2025 13:15,04-06-2025 13:15,Chennai,115,COUNTERFEITING,52,F,Blunt Object,Violent Crime,6,No,
100889,31-10-2025 01:29,28-10-2025 18:29,28-10-2025 18:29,Kalyan,236,IDENTITY THEFT,43,F,Poison,Violent Crime,28,No,
100890,20-08-2025 03:02,20-08-2025 00:02,20-08-2025 00:02,Nagpur,493,FIREARM OFFENSE,49,M,None,Traffic Fatality,11,Yes,16-09-2025 03:02
100891,10-05-2025 05:20,08-05-2025 13:20,08-05-2025 13:20,Kolkata,318,ARSON,30,M,Firearm,Fire Accident,24,Yes,25-07-2025 05:20
100892,03-10-2025 22:51,03-10-2025 21:51,03-10-2025 21:51,Kanpur,542,ROBBERY,64,M,None,Fire Accident,1,Yes,27-12-2025 22:51
100893,13-04-2025 16:11,13-04-2025 08:11,13-04-2025 08:11,Ludhiana,493,KIDNAPPING,77,M,Firearm,Traffic Fatality,22,Yes,12-05-2025 16:11
100894,06-03-2025 16:50,04-03-2025 03:50,04-03-2025 03:50,Pune,268,EXTORTION,19,F,Poison,Fire Accident,2,Yes,29-04-2025 16:50
100895,29-12-2025 06:11,27-12-2025 08:11,27-12-2025 08:11,Srinagar,398,ILLEGAL POSSESSION,70,M,Poison,Traffic Fatality,28,No,
100896,30-10-2025 00:21,29-10-2025 15:21,29-10-2025 15:21,Srinagar,562,HOMICIDE,38,M,Explosives,Fire Accident,8,No,
100897,22-08-2025 22:50,20-08-2025 06:50,20-08-2025 06:50,Meerut,557,CYBERCRIME,17,F,Firearm,Violent Crime,22,No,
100898,07-08-2025 15:45,07-08-2025 09:45,07-08-2025 09:45,Bangalore,134,VEHICLE - STOLEN,78,F,None,Violent Crime,7,Yes,08-09-2025 15:45
100899,06-04-2025 20:22,05-04-2025 13:22,05-04-2025 13:22,Visakhapatnam,561,DRUG OFFENSE,35,F,Knife,Violent Crime,29,No,
100900,06-04-2025 10:49,05-04-2025 12:49,05-04-2025 12:49,Kanpur,322,FRAUD,41,F,Blunt Object,Other Crime,14,Yes,17-04-2025 10:49
100901,21-07-2025 21:07,18-07-2025 21:07,18-07-2025 21:07,Jaipur,199,IDENTITY THEFT,28,F,Explosives,Other Crime,30,Yes,20-08-2025 21:07
100902,13-05-2025 13:42,12-05-2025 17:42,12-05-2025 17:42,Patna,413,SEXUAL ASSAULT,47,F,Poison,Traffic Fatality,27,No,
100903,28-05-2025 18:14,26-05-2025 15:14,26-05-2025 15:14,Hyderabad,490,CYBERCRIME,55,M,Other,Fire Accident,26,Yes,30-07-2025 18:14
100904,03-09-2025 03:41,31-08-2025 04:41,31-08-2025 04:41,Hyderabad,221,COUNTERFEITING,61,F,Firearm,Traffic Fatality,6,Yes,01-11-2025 03:41
100905,19-02-2025 10:32,19-02-2025 09:32,19-02-2025 09:32,Nagpur,130,ILLEGAL POSSESSION,73,F,Explosives,Fire Accident,16,No,
100906,19-07-2025 17:08,19-07-2025 11:08,19-07-2025 11:08,Ludhiana,368,EXTORTION,39,M,Blunt Object,Fire Accident,25,Yes,23-08-2025 17:08
100907,29-05-2025 04:53,29-05-2025 01:53,29-05-2025 01:53,Ghaziabad,434,FRAUD,55,M,Explosives,Other Crime,19,No,
100908,07-04-2025 03:47,06-04-2025 00:47,06-04-2025 00:47,Indore,348,SEXUAL ASSAULT,10,M,Blunt Object,Traffic Fatality,22,No,
100909,12-04-2025 01:20,09-04-2025 23:20,09-04-2025 23:20,Varanasi,181,ROBBERY,42,M,None,Other Crime,16,No,
100910,15-07-2025 20:53,15-07-2025 11:53,15-07-2025 11:53,Nashik,204,ARSON,57,M,Knife,Fire Accident,16,Yes,20-08-2025 20:53
100911,30-01-2025 19:19,28-01-2025 22:19,28-01-2025 22:19,Delhi,280,ARSON,63,M,Knife,Other Crime,30,No,
100912,21-11-2025 00:33,18-11-2025 18:33,18-11-2025 18:33,Lucknow,591,ROBBERY,61,F,None,Violent Crime,14,No,
100913,25-09-2025 23:51,25-09-2025 11:51,25-09-2025 11:51,Meerut,347,HOMICIDE,42,M,Knife,Violent Crime,15,Yes,09-12-2025 23:51
100914,29-08-2025 03:07,28-08-2025 23:07,28-08-2025 23:07,Kanpur,437,VANDALISM,69,F,Poison,Traffic Fatality,28,No,
100915,20-04-2025 19:45,19-04-2025 16:45,19-04-2025 16:45,Delhi,208,VEHICLE - STOLEN,60,M,Knife,Traffic Fatality,17,Yes,12-07-2025 19:45
100916,22-02-2025 21:12,22-02-2025 11:12,22-02-2025 11:12,Vasai,290,SEXUAL ASSAULT,45,M,None,Violent Crime,27,Yes,13-04-2025 21:12
100917,05-12-2025 19:34,05-12-2025 16:34,05-12-2025 16:34,Chennai,465,CYBERCRIME,30,F,Other,Traffic Fatality,5,No,
100918,24-04-2025 22:40,22-04-2025 07:40,22-04-2025 07:40,Ahmedabad,554,SHOPLIFTING,79,M,Poison,Fire Accident,5,No,
100919,12-04-2025 13:34,12-04-2025 04:34,12-04-2025 04:34,Rajkot,398,KIDNAPPING,11,F,Other,Fire Accident,23,Yes,10-06-2025 13:34
100920,06-01-2025 02:07,03-01-2025 18:07,03-01-2025 18:07,Hyderabad,326,COUNTERFEITING,51,M,Other,Fire Accident,20,No,
100921,19-05-2025 02:14,17-05-2025 05:14,17-05-2025 05:14,Ahmedabad,223,ARSON,71,F,Explosives,Violent Crime,13,No,
100922,19-08-2025 18:00,18-08-2025 05:00,18-08-2025 05:00,Lucknow,594,ARSON,76,M,Firearm,Violent Crime,28,Yes,20-09-2025 18:00
100923,02-06-2025 03:08,31-05-2025 21:08,31-05-2025 21:08,Agra,484,TRAFFIC VIOLATION,62,M,None,Violent Crime,19,No,
100924,29-04-2025 11:28,26-04-2025 18:28,26-04-2025 18:28,Ludhiana,383,CYBERCRIME,18,M,Explosives,Fire Accident,23,No,
100925,16-12-2025 04:46,14-12-2025 03:46,14-12-2025 03:46,Faridabad,433,CYBERCRIME,48,F,Poison,Fire Accident,5,Yes,28-01-2026 04:46
100926,17-07-2025 20:37,17-07-2025 13:37,17-07-2025 13:37,Kalyan,339,ROBBERY,23,M,Knife,Violent Crime,7,No,
100927,29-03-2025 11:30,27-03-2025 05:30,27-03-2025 05:30,Vasai,573,BURGLARY,11,M,Poison,Fire Accident,9,No,
100928,11-07-2025 05:02,09-07-2025 00:02,09-07-2025 00:02,Kolkata,337,ROBBERY,57,M,Firearm,Traffic Fatality,28,Yes,02-08-2025 05:02
100929,13-10-2025 19:38,10-10-2025 23:38,10-10-2025 23:38,Agra,131,EXTORTION,37,F,Blunt Object,Traffic Fatality,8,Yes,10-12-2025 19:38
100930,07-08-2025 04:19,05-08-2025 14:19,05-08-2025 14:19,Hyderabad,213,CYBERCRIME,71,M,Blunt Object,Violent Crime,8,No,
100931,25-03-2025 05:51,22-03-2025 22:51,22-03-2025 22:51,Indore,425,KIDNAPPING,41,F,Poison,Fire Accident,24,No,
100932,27-01-2025 17:26,24-01-2025 23:26,24-01-2025 23:26,Nashik,116,DOMESTIC VIOLENCE,32,F,Firearm,Violent Crime,28,Yes,25-03-2025 17:26
100933,13-06-2025 06:00,10-06-2025 11:00,10-06-2025 11:00,Faridabad,479,BURGLARY,71,M,Knife,Traffic Fatality,24,No,
100934,17-07-2025 01:29,15-07-2025 10:29,15-07-2025 10:29,Bhopal,481,TRAFFIC VIOLATION,36,M,Explosives,Traffic Fatality,25,Yes,07-08-2025 01:29
100935,16-04-2025 00:50,13-04-2025 18:50,13-04-2025 18:50,Kolkata,268,HOMICIDE,20,F,Poison,Traffic Fatality,29,No,
100936,10-11-2025 20:15,10-11-2025 07:15,10-11-2025 07:15,Varanasi,472,HOMICIDE,50,M,Knife,Traffic Fatality,17,Yes,23-12-2025 20:15
100937,15-05-2025 11:29,12-05-2025 16:29,12-05-2025 16:29,Rajkot,361,EXTORTION,19,M,Poison,Violent Crime,29,No,
100938,27-06-2025 15:11,24-06-2025 20:11,24-06-2025 20:11,Bhopal,133,FIREARM OFFENSE,72,F,Explosives,Traffic Fatality,16,Yes,27-08-2025 15:11
100939,26-01-2025 19:19,26-01-2025 04:19,26-01-2025 04:19,Nashik,286,CYBERCRIME,55,M,Knife,Fire Accident,12,No,
100940,25-06-2025 06:50,23-06-2025 22:50,23-06-2025 22:50,Bangalore,563,ILLEGAL POSSESSION,34,F,Blunt Object,Traffic Fatality,5,Yes,02-08-2025 06:50
100941,19-01-2025 16:50,17-01-2025 00:50,17-01-2025 00:50,Pune,599,VEHICLE - STOLEN,75,M,Explosives,Other Crime,16,Yes,16-03-2025 16:50
100942,16-06-2025 01:40,15-06-2025 06:40,15-06-2025 06:40,Lucknow,141,SHOPLIFTING,17,F,Explosives,Traffic Fatality,2,Yes,12-07-2025 01:40
100943,02-03-2025 22:16,28-02-2025 22:16,28-02-2025 22:16,Kalyan,431,BURGLARY,12,F,Explosives,Fire Accident,14,Yes,28-03-2025 22:16
100944,03-07-2025 08:46,01-07-2025 11:46,01-07-2025 11:46,Vasai,204,FIREARM OFFENSE,17,F,Other,Fire Accident,4,No,
100945,10-03-2025 00:10,08-03-2025 11:10,08-03-2025 11:10,Visakhapatnam,118,HOMICIDE,65,F,Other,Traffic Fatality,9,Yes,29-05-2025 00:10
100946,16-07-2025 16:06,13-07-2025 19:06,13-07-2025 19:06,Bangalore,339,SEXUAL ASSAULT,54,M,Other,Traffic Fatality,2,No,
100947,14-01-2025 22:05,13-01-2025 21:05,13-01-2025 21:05,Kalyan,313,ARSON,21,M,Blunt Object,Violent Crime,11,Yes,26-03-2025 22:05
100948,19-01-2025 08:32,16-01-2025 10:32,16-01-2025 10:32,Pune,177,SEXUAL ASSAULT,41,M,Blunt Object,Other Crime,10,Yes,10-02-2025 08:32
100949,12-08-2025 01:38,09-08-2025 09:38,09-08-2025 09:38,Nashik,546,DOMESTIC VIOLENCE,74,M,Blunt Object,Violent Crime,4,Yes,28-08-2025 01:38
100950,21-03-2025 16:53,18-03-2025 20:53,18-03-2025 20:53,Srinagar,189,VEHICLE - STOLEN,24,M,Firearm,Traffic Fatality,8,Yes,12-06-2025 16:53
100951,13-07-2025 10:11,12-07-2025 07:11,12-07-2025 07:11,Bhopal,533,FIREARM OFFENSE,63,M,Knife,Fire Accident,25,No,
100952,27-10-2025 14:13,25-10-2025 18:13,25-10-2025 18:13,Chennai,267,ARSON,25,M,Other,Traffic Fatality,11,Yes,15-01-2026 14:13
100953,23-09-2025 02:33,22-09-2025 17:33,22-09-2025 17:33,Surat,544,DOMESTIC VIOLENCE,41,M,Explosives,Fire Accident,15,Yes,21-11-2025 02:33
100954,08-08-2025 12:23,08-08-2025 07:23,08-08-2025 07:23,Mumbai,108,ASSAULT,79,F,Blunt Object,Other Crime,25,Yes,11-08-2025 12:23
100955,24-05-2025 11:07,23-05-2025 08:07,23-05-2025 08:07,Bangalore,245,SEXUAL ASSAULT,54,F,Knife,Other Crime,23,No,
100956,15-06-2025 10:34,13-06-2025 13:34,13-06-2025 13:34,Delhi,204,HOMICIDE,47,M,Blunt Object,Other Crime,30,No,
100957,10-07-2025 12:09,09-07-2025 05:09,09-07-2025 05:09,Rajkot,556,IDENTITY THEFT,57,F,Firearm,Violent Crime,3,No,
100958,12-03-2025 10:46,11-03-2025 19:46,11-03-2025 19:46,Nashik,239,DRUG OFFENSE,29,M,Firearm,Traffic Fatality,16,No,
100959,09-10-2025 22:20,07-10-2025 23:20,07-10-2025 23:20,Ahmedabad,420,HOMICIDE,48,M,Other,Traffic Fatality,30,Yes,19-12-2025 22:20
100960,15-10-2025 17:00,14-10-2025 23:00,14-10-2025 23:00,Nashik,474,DOMESTIC VIOLENCE,29,F,Explosives,Fire Accident,28,Yes,28-10-2025 17:00
100961,12-03-2025 22:54,11-03-2025 14:54,11-03-2025 14:54,Bhopal,410,FRAUD,13,M,Other,Fire Accident,25,Yes,22-04-2025 22:54
100962,12-06-2025 16:55,11-06-2025 00:55,11-06-2025 00:55,Chennai,429,SHOPLIFTING,79,F,Other,Other Crime,25,No,
100963,11-06-2025 02:35,08-06-2025 22:35,08-06-2025 22:35,Faridabad,116,DOMESTIC VIOLENCE,74,M,Knife,Violent Crime,12,Yes,16-08-2025 02:35
100964,21-06-2025 11:14,19-06-2025 18:14,19-06-2025 18:14,Visakhapatnam,316,DRUG OFFENSE,24,F,Firearm,Violent Crime,18,No,
100965,19-01-2025 17:57,18-01-2025 14:57,18-01-2025 14:57,Kolkata,304,SHOPLIFTING,18,M,Firearm,Violent Crime,3,No,
100966,24-10-2025 02:18,23-10-2025 19:18,23-10-2025 19:18,Ahmedabad,312,KIDNAPPING,59,F,Blunt Object,Violent Crime,10,Yes,22-12-2025 02:18
100967,08-01-2025 00:58,06-01-2025 02:58,06-01-2025 02:58,Nagpur,215,COUNTERFEITING,22,M,Poison,Traffic Fatality,12,Yes,23-01-2025 00:58
100968,07-04-2025 05:50,05-04-2025 18:50,05-04-2025 18:50,Kolkata,591,ARSON,44,M,Explosives,Violent Crime,8,Yes,09-05-2025 05:50
100969,01-09-2025 20:00,31-08-2025 23:00,31-08-2025 23:00,Delhi,208,SHOPLIFTING,29,M,Explosives,Traffic Fatality,13,Yes,14-10-2025 20:00
100970,01-10-2025 21:54,29-09-2025 09:54,29-09-2025 09:54,Delhi,344,DRUG OFFENSE,18,M,Blunt Object,Violent Crime,19,Yes,02-10-2025 21:54
100971,12-12-2025 07:28,11-12-2025 21:28,11-12-2025 21:28,Bhopal,112,COUNTERFEITING,60,M,Poison,Violent Crime,26,Yes,31-01-2026 07:28
100972,25-02-2025 09:07,24-02-2025 17:07,24-02-2025 17:07,Lucknow,320,SHOPLIFTING,38,F,Firearm,Other Crime,11,No,
100973,28-09-2025 22:56,26-09-2025 01:56,26-09-2025 01:56,Visakhapatnam,396,HOMICIDE,60,M,Other,Other Crime,6,No,
100974,13-07-2025 09:27,13-07-2025 03:27,13-07-2025 03:27,Patna,598,EXTORTION,44,M,Other,Violent Crime,17,Yes,03-10-2025 09:27
100975,27-02-2025 15:53,27-02-2025 14:53,27-02-2025 14:53,Faridabad,218,DRUG OFFENSE,77,F,None,Other Crime,4,No,
100976,05-07-2025 10:35,02-07-2025 11:35,02-07-2025 11:35,Chennai,198,CYBERCRIME,78,M,Poison,Violent Crime,22,Yes,25-08-2025 10:35
100977,10-12-2025 15:52,09-12-2025 13:52,09-12-2025 13:52,Faridabad,104,FIREARM OFFENSE,30,F,Knife,Other Crime,19,No,
100978,11-06-2025 03:26,10-06-2025 14:26,10-06-2025 14:26,Kolkata,432,ARSON,38,F,Explosives,Other Crime,28,No,
100979,27-07-2025 20:26,26-07-2025 10:26,26-07-2025 10:26,Nashik,345,VEHICLE - STOLEN,45,F,Knife,Violent Crime,3,Yes,20-08-2025 20:26
100980,04-12-2025 11:55,04-12-2025 05:55,04-12-2025 05:55,Faridabad,456,COUNTERFEITING,54,F,Blunt Object,Fire Accident,9,No,
100981,19-10-2025 07:50,18-10-2025 06:50,18-10-2025 06:50,Thane,463,PUBLIC INTOXICATION,70,F,Other,Traffic Fatality,12,Yes,07-01-2026 07:50
100982,11-02-2025 04:49,08-02-2025 05:49,08-02-2025 05:49,Delhi,532,IDENTITY THEFT,35,M,Poison,Fire Accident,7,No,
100983,12-12-2025 02:22,10-12-2025 18:22,10-12-2025 18:22,Jaipur,461,VANDALISM,63,F,None,Traffic Fatality,4,No,
100984,15-03-2025 17:29,15-03-2025 07:29,15-03-2025 07:29,Srinagar,167,BURGLARY,64,F,Knife,Other Crime,23,No,
100985,29-08-2025 18:05,27-08-2025 15:05,27-08-2025 15:05,Rajkot,214,KIDNAPPING,47,M,None,Fire Accident,17,No,
100986,16-10-2025 15:48,14-10-2025 21:48,14-10-2025 21:48,Nashik,141,SEXUAL ASSAULT,70,M,Other,Fire Accident,14,No,
100987,17-02-2025 15:31,14-02-2025 20:31,14-02-2025 20:31,Kolkata,554,CYBERCRIME,41,M,None,Traffic Fatality,9,No,
100988,12-05-2025 07:04,11-05-2025 20:04,11-05-2025 20:04,Ludhiana,108,DOMESTIC VIOLENCE,33,M,Other,Other Crime,28,Yes,22-06-2025 07:04
100989,17-07-2025 13:30,16-07-2025 22:30,16-07-2025 22:30,Thane,449,VANDALISM,20,M,Other,Other Crime,13,No,
100990,30-12-2025 11:29,28-12-2025 05:29,28-12-2025 05:29,Nagpur,333,SHOPLIFTING,44,F,Knife,Violent Crime,1,Yes,03-03-2026 11:29
100991,11-07-2025 05:47,09-07-2025 10:47,09-07-2025 10:47,Bangalore,377,DOMESTIC VIOLENCE,58,M,Poison,Fire Accident,30,No,
100992,10-10-2025 19:56,09-10-2025 18:56,09-10-2025 18:56,Patna,104,ROBBERY,50,M,Knife,Other Crime,27,No,
100993,27-12-2025 08:25,26-12-2025 09:25,26-12-2025 09:25,Indore,458,DOMESTIC VIOLENCE,60,F,Other,Fire Accident,2,Yes,28-12-2025 08:25
100994,09-09-2025 12:12,08-09-2025 10:12,08-09-2025 10:12,Varanasi,446,IDENTITY THEFT,80,F,Other,Traffic Fatality,17,Yes,03-11-2025 12:12
100995,22-01-2025 17:49,20-01-2025 09:49,20-01-2025 09:49,Ghaziabad,537,ARSON,74,M,Explosives,Other Crime,22,No,
100996,31-12-2025 12:32,29-12-2025 23:32,29-12-2025 23:32,Ahmedabad,398,DRUG OFFENSE,72,M,None,Fire Accident,15,No,
100997,16-09-2025 07:36,14-09-2025 19:36,14-09-2025 19:36,Delhi,415,ILLEGAL POSSESSION,23,F,Blunt Object,Violent Crime,22,No,
100998,11-09-2025 17:24,08-09-2025 19:24,08-09-2025 19:24,Surat,113,TRAFFIC VIOLATION,41,F,Firearm,Traffic Fatality,25,Yes,03-12-2025 17:24
100999,25-08-2025 03:27,23-08-2025 16:27,23-08-2025 16:27,Pune,359,DOMESTIC VIOLENCE,44,F,Firearm,Violent Crime,25,Yes,26-10-2025 03:27
101000,14-02-2025 07:21,13-02-2025 05:21,13-02-2025 05:21,Indore,527,TRAFFIC VIOLATION,20,M,Poison,Other Crime,27,Yes,15-05-2025 07:21
101001,11-02-2026 20:07,10-02-2026 07:07,10-02-2026 07:07,Agra,315,CYBERCRIME,78,M,Explosives,Traffic Fatality,30,No,
101002,11-04-2026 01:29,09-04-2026 18:29,09-04-2026 18:29,Hyderabad,183,DOMESTIC VIOLENCE,63,F,None,Violent Crime,11,No,
