Report Number,Date Reported,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Police Deployed,Case Closed,Date Case Closed,Year,Month,Day of Week,Closure Time (Days)
12622,2021-06-11 02:00:00,2021-09-06 21:00:00,07:31:00,Agra,297,VEHICLE - STOLEN,78,F,Explosives,Violent Crime,9,Yes,2021-07-14 02:00:00,2021,9,Monday,-55
12623,2021-06-11 15:00:00,2021-09-06 22:00:00,21:02:00,Meerut,516,CYBERCRIME,22,M,Other,Other Crime,9,No,,2021,9,Monday,0
12624,2021-06-10 22:00:00,2021-09-06 23:00:00,12:24:00,Kolkata,555,ILLEGAL POSSESSION,74,M,Explosives,Other Crime,5,Yes,2021-07-12 22:00:00,2021,9,Monday,-57
12625,2021-06-10 06:00:00,2021-10-06 00:00:00,03:45:00,Kanpur,552,EXTORTION,72,F,Firearm,Other Crime,1,No,,2021,10,Wednesday,0
12626,2021-06-10 08:00:00,2021-10-06 01:00:00,12:16:00,Pune,415,HOMICIDE,69,M,Poison,Other Crime,17,No,,2021,10,Wednesday,0
12627,2021-06-12 09:00:00,2021-10-06 02:00:00,09:46:00,Lucknow,344,DOMESTIC VIOLENCE,66,F,Explosives,Violent Crime,4,Yes,2021-06-29 09:00:00,2021,10,Wednesday,-99
12628,2021-06-12 00:00:00,2021-10-06 03:00:00,19:02:00,Jaipur,202,TRAFFIC VIOLATION,49,F,Knife,Traffic Fatality,5,No,,2021,10,Wednesday,0
12629,2021-06-12 19:00:00,2021-10-06 04:00:00,16:06:00,Ghaziabad,339,FIREARM OFFENSE,14,F,Knife,Fire Accident,19,Yes,2021-07-03 19:00:00,2021,10,Wednesday,-95
12630,2021-06-10 22:00:00,2021-10-06 05:00:00,09:52:00,Kolkata,277,ROBBERY,59,F,Firearm,Violent Crime,6,Yes,2021-10-11 22:00:00,2021,10,Wednesday,5
12631,2021-06-11 01:00:00,2021-10-06 06:00:00,09:08:00,Chennai,222,ARSON,26,M,Poison,Fire Accident,14,Yes,2021-08-20 01:00:00,2021,10,Wednesday,-48
12632,2021-06-12 19:00:00,2021-10-06 07:00:00,04:52:00,Bangalore,404,ROBBERY,16,M,Blunt Object,Violent Crime,10,Yes,2021-09-07 19:00:00,2021,10,Wednesday,-29
12633,2021-06-11 22:00:00,2021-10-06 08:00:00,09:46:00,Bangalore,147,IDENTITY THEFT,49,F,Other,Violent Crime,8,No,,2021,10,Wednesday,0
12634,2021-06-12 19:00:00,2021-10-06 09:00:00,18:49:00,Delhi,426,IDENTITY THEFT,65,F,Other,Violent Crime,10,Yes,2021-07-13 19:00:00,2021,10,Wednesday,-85
12635,2021-06-12 20:00:00,2021-10-06 10:00:00,07:43:00,Ludhiana,530,FRAUD,64,M,Other,Other Crime,2,Yes,2021-09-02 20:00:00,2021,10,Wednesday,-34
12636,2021-06-13 08:00:00,2021-10-06 11:00:00,09:54:00,Surat,183,EXTORTION,35,F,Explosives,Other Crime,14,Yes,2021-07-16 08:00:00,2021,10,Wednesday,-83
12637,2021-06-13 01:00:00,2021-10-06 12:00:00,19:13:00,Bangalore,467,ROBBERY,25,F,Blunt Object,Violent Crime,4,Yes,2021-12-06 01:00:00,2021,10,Wednesday,60
12638,2021-06-12 03:00:00,2021-10-06 13:00:00,02:45:00,Ludhiana,217,ROBBERY,17,F,Unknown,Violent Crime,1,No,,2021,10,Wednesday,0
12639,2021-06-11 17:00:00,2021-10-06 14:00:00,17:53:00,Nagpur,261,BURGLARY,53,M,Firearm,Other Crime,6,Yes,2021-10-16 17:00:00,2021,10,Wednesday,10
12640,2021-06-10 23:00:00,2021-10-06 15:00:00,20:40:00,Bangalore,229,ASSAULT,35,F,Explosives,Violent Crime,14,No,,2021,10,Wednesday,0
12641,2021-06-11 08:00:00,2021-10-06 16:00:00,13:29:00,Bangalore,314,ASSAULT,41,F,Explosives,Violent Crime,18,Yes,2021-06-25 08:00:00,2021,10,Wednesday,-104
12642,2021-06-13 04:00:00,2021-10-06 17:00:00,02:54:00,Mumbai,396,VEHICLE - STOLEN,38,M,Poison,Violent Crime,9,Yes,2021-07-04 04:00:00,2021,10,Wednesday,-95
12643,2021-06-11 21:00:00,2021-10-06 18:00:00,15:15:00,Vasai,547,TRAFFIC VIOLATION,59,M,Unknown,Traffic Fatality,1,No,,2021,10,Wednesday,0
12644,2021-06-11 20:00:00,2021-10-06 19:00:00,20:28:00,Thane,279,SHOPLIFTING,77,F,Other,Other Crime,12,No,,2021,10,Wednesday,0
12645,2021-06-12 04:00:00,2021-10-06 20:00:00,20:21:00,Kolkata,155,KIDNAPPING,69,F,Poison,Other Crime,15,Yes,2021-08-10 04:00:00,2021,10,Wednesday,-58
12646,2021-06-11 10:00:00,2021-10-06 21:00:00,13:08:00,Delhi,288,HOMICIDE,76,F,Explosives,Other Crime,10,Yes,2022-03-06 10:00:00,2021,10,Wednesday,150
12647,2021-06-12 10:00:00,2021-10-06 22:00:00,16:59:00,Ludhiana,250,ROBBERY,25,F,Blunt Object,Violent Crime,15,Yes,2021-07-30 10:00:00,2021,10,Wednesday,-69
12648,2021-06-11 22:00:00,2021-10-06 23:00:00,10:03:00,Indore,103,BURGLARY,36,F,Firearm,Other Crime,8,No,,2021,10,Wednesday,0
12649,2021-06-13 11:00:00,2021-11-06 00:00:00,00:00:00,Delhi,437,SEXUAL ASSAULT,53,F,Firearm,Violent Crime,12,Yes,2022-08-07 11:00:00,2021,11,Saturday,274
12650,2021-06-11 17:00:00,2021-11-06 01:00:00,20:36:00,Chennai,555,COUNTERFEITING,42,M,Firearm,Other Crime,19,No,,2021,11,Saturday,0
12651,2021-06-12 07:00:00,2021-11-06 02:00:00,23:36:00,Delhi,510,VANDALISM,21,F,Knife,Other Crime,12,Yes,2021-07-15 07:00:00,2021,11,Saturday,-114
12652,2021-06-12 00:00:00,2021-11-06 03:00:00,17:35:00,Bhopal,323,EXTORTION,32,F,Other,Other Crime,8,No,,2021,11,Saturday,0
12653,2021-06-13 20:00:00,2021-11-06 04:00:00,05:58:00,Jaipur,131,KIDNAPPING,10,F,Other,Other Crime,16,Yes,2021-06-27 20:00:00,2021,11,Saturday,-132
12654,2021-06-12 15:00:00,2021-11-06 05:00:00,15:48:00,Kolkata,282,ILLEGAL POSSESSION,27,M,Knife,Other Crime,17,Yes,2021-08-15 15:00:00,2021,11,Saturday,-83
12655,2021-06-12 03:00:00,2021-11-06 06:00:00,00:30:00,Delhi,517,BURGLARY,13,F,Unknown,Other Crime,8,Yes,2021-10-01 03:00:00,2021,11,Saturday,-37
12656,2021-06-13 15:00:00,2021-11-06 07:00:00,16:02:00,Kolkata,273,VANDALISM,51,F,Firearm,Other Crime,6,No,,2021,11,Saturday,0
12657,2021-06-13 03:00:00,2021-11-06 08:00:00,03:20:00,Mumbai,196,IDENTITY THEFT,12,F,Firearm,Violent Crime,19,Yes,2021-08-26 03:00:00,2021,11,Saturday,-73
12658,2021-06-12 17:00:00,2021-11-06 09:00:00,14:11:00,Agra,182,SEXUAL ASSAULT,31,M,Other,Violent Crime,16,Yes,2022-03-27 17:00:00,2021,11,Saturday,141
12659,2021-06-12 07:00:00,2021-11-06 10:00:00,15:59:00,Pune,310,BURGLARY,29,F,Unknown,Other Crime,18,Yes,2021-07-21 07:00:00,2021,11,Saturday,-109
12660,2021-06-12 00:00:00,2021-11-06 11:00:00,11:53:00,Bangalore,427,DRUG OFFENSE,78,F,Firearm,Other Crime,2,No,,2021,11,Saturday,0
12661,2021-06-12 14:00:00,2021-11-06 12:00:00,20:22:00,Thane,357,ROBBERY,61,M,Blunt Object,Violent Crime,19,No,,2021,11,Saturday,0
12662,2021-06-14 01:00:00,2021-11-06 13:00:00,21:57:00,Visakhapatnam,105,VANDALISM,78,M,Explosives,Other Crime,19,Yes,2021-09-03 01:00:00,2021,11,Saturday,-65
12663,2021-06-13 05:00:00,2021-11-06 14:00:00,12:09:00,Nagpur,410,ROBBERY,42,M,Firearm,Violent Crime,4,Yes,2021-12-07 05:00:00,2021,11,Saturday,30
12664,2021-06-13 07:00:00,2021-11-06 15:00:00,15:10:00,Delhi,306,ILLEGAL POSSESSION,19,M,Knife,Other Crime,3,Yes,2021-07-02 07:00:00,2021,11,Saturday,-128
12665,2021-06-13 14:00:00,2021-11-06 16:00:00,02:12:00,Ludhiana,533,TRAFFIC VIOLATION,33,M,Explosives,Traffic Fatality,19,Yes,2021-06-26 14:00:00,2021,11,Saturday,-134
12666,2021-06-12 08:00:00,2021-11-06 17:00:00,22:55:00,Ludhiana,359,FIREARM OFFENSE,36,F,Poison,Fire Accident,4,No,,2021,11,Saturday,0
12667,2021-06-14 06:00:00,2021-11-06 18:00:00,21:36:00,Vasai,415,CYBERCRIME,78,F,Blunt Object,Other Crime,14,Yes,2021-08-31 06:00:00,2021,11,Saturday,-68
12668,2021-06-13 21:00:00,2021-11-06 19:00:00,17:42:00,Ahmedabad,206,CYBERCRIME,40,F,Poison,Other Crime,13,Yes,2021-08-21 21:00:00,2021,11,Saturday,-77
12669,2021-06-14 05:00:00,2021-11-06 20:00:00,18:38:00,Kolkata,230,ARSON,24,F,Unknown,Fire Accident,17,No,,2021,11,Saturday,0
12670,2021-06-14 13:00:00,2021-11-06 21:00:00,02:09:00,Delhi,450,ARSON,65,F,Explosives,Fire Accident,19,No,,2021,11,Saturday,0
12671,2021-06-14 02:00:00,2021-11-06 22:00:00,01:13:00,Kanpur,299,KIDNAPPING,55,F,Blunt Object,Other Crime,14,No,,2021,11,Saturday,0
12672,2021-06-12 10:00:00,2021-11-06 23:00:00,23:06:00,Bangalore,465,TRAFFIC VIOLATION,24,F,Poison,Traffic Fatality,17,No,,2021,11,Saturday,0
12673,2021-06-14 23:00:00,2021-12-06 00:00:00,02:43:00,Mumbai,504,SEXUAL ASSAULT,10,F,Knife,Violent Crime,16,Yes,2022-08-07 23:00:00,2021,12,Monday,244
12674,2021-06-14 20:00:00,2021-12-06 01:00:00,09:52:00,Delhi,419,FIREARM OFFENSE,15,F,Unknown,Fire Accident,2,No,,2021,12,Monday,0
12675,2021-06-13 02:00:00,2021-12-06 02:00:00,07:20:00,Bangalore,130,FIREARM OFFENSE,33,F,Unknown,Fire Accident,8,Yes,2021-08-11 02:00:00,2021,12,Monday,-117
12676,2021-06-14 12:00:00,2021-12-06 03:00:00,16:57:00,Chennai,301,ROBBERY,69,F,Other,Violent Crime,17,No,,2021,12,Monday,0
12677,2021-06-13 01:00:00,2021-12-06 04:00:00,20:27:00,Chennai,592,SEXUAL ASSAULT,63,M,Poison,Violent Crime,3,No,,2021,12,Monday,0
12678,2021-06-14 23:00:00,2021-12-06 05:00:00,10:42:00,Ghaziabad,493,BURGLARY,75,M,Unknown,Other Crime,15,Yes,2021-12-01 23:00:00,2021,12,Monday,-5
12679,2021-06-14 00:00:00,2021-12-06 06:00:00,08:49:00,Delhi,552,DOMESTIC VIOLENCE,33,M,Poison,Violent Crime,5,No,,2021,12,Monday,0
12680,2021-06-14 08:00:00,2021-12-06 07:00:00,08:18:00,Delhi,401,VEHICLE - STOLEN,74,F,Knife,Violent Crime,13,No,,2021,12,Monday,0
12681,2021-06-12 16:00:00,2021-12-06 08:00:00,21:51:00,Lucknow,450,KIDNAPPING,75,M,Poison,Other Crime,15,Yes,2021-06-20 16:00:00,2021,12,Monday,-169
12682,2021-06-12 10:00:00,2021-12-06 09:00:00,16:06:00,Pune,186,BURGLARY,57,F,Blunt Object,Other Crime,11,No,,2021,12,Monday,0
12683,2021-06-14 02:00:00,2021-12-06 10:00:00,08:54:00,Lucknow,317,KIDNAPPING,30,F,Poison,Other Crime,2,No,,2021,12,Monday,0
12684,2021-06-13 12:00:00,2021-12-06 11:00:00,10:32:00,Bangalore,234,BURGLARY,34,F,Explosives,Other Crime,1,Yes,2021-10-05 12:00:00,2021,12,Monday,-62
12685,2021-06-14 22:00:00,2021-12-06 12:00:00,03:09:00,Mumbai,139,CYBERCRIME,24,M,Unknown,Other Crime,10,Yes,2021-07-22 22:00:00,2021,12,Monday,-137
12686,2021-06-15 05:00:00,2021-12-06 13:00:00,17:36:00,Ahmedabad,443,FIREARM OFFENSE,28,F,Knife,Fire Accident,1,No,,2021,12,Monday,0
12687,2021-06-13 17:00:00,2021-12-06 14:00:00,04:50:00,Bangalore,556,COUNTERFEITING,12,F,Blunt Object,Other Crime,1,No,,2021,12,Monday,0
12688,2021-06-15 07:00:00,2021-12-06 15:00:00,14:31:00,Delhi,476,HOMICIDE,71,F,Explosives,Other Crime,14,No,,2021,12,Monday,0
12689,2021-06-15 13:00:00,2021-12-06 16:00:00,09:38:00,Varanasi,179,BURGLARY,45,F,Firearm,Other Crime,7,No,,2021,12,Monday,0
12690,2021-06-14 04:00:00,2021-12-06 17:00:00,09:33:00,Pune,372,COUNTERFEITING,50,F,Blunt Object,Other Crime,17,Yes,2021-08-12 04:00:00,2021,12,Monday,-117
12691,2021-06-15 06:00:00,2021-12-06 18:00:00,20:28:00,Mumbai,528,ILLEGAL POSSESSION,49,F,Unknown,Other Crime,1,No,,2021,12,Monday,0
12692,2021-06-14 18:00:00,2021-12-06 19:00:00,04:20:00,Nagpur,418,ROBBERY,19,M,Unknown,Violent Crime,6,No,,2021,12,Monday,0
12693,2021-06-14 13:00:00,2021-12-06 20:00:00,08:12:00,Hyderabad,182,KIDNAPPING,53,F,Other,Other Crime,16,Yes,2021-08-30 13:00:00,2021,12,Monday,-99
12694,2021-06-14 20:00:00,2021-12-06 21:00:00,18:30:00,Lucknow,396,ROBBERY,77,F,Blunt Object,Violent Crime,16,Yes,2021-11-28 20:00:00,2021,12,Monday,-9
12695,2021-06-14 11:00:00,2021-12-06 22:00:00,03:37:00,Mumbai,225,COUNTERFEITING,39,M,Firearm,Other Crime,11,No,,2021,12,Monday,0
12696,2021-06-15 03:00:00,2021-12-06 23:00:00,07:50:00,Pune,574,HOMICIDE,63,F,Blunt Object,Other Crime,3,No,,2021,12,Monday,0
13129,2021-07-03 03:00:00,2021-01-07 00:00:00,01:19:00,Mumbai,123,IDENTITY THEFT,73,M,Knife,Violent Crime,2,Yes,2021-08-08 03:00:00,2021,1,Thursday,213
13130,2021-07-01 10:00:00,2021-01-07 01:00:00,02:29:00,Patna,279,CYBERCRIME,51,M,Knife,Other Crime,12,No,,2021,1,Thursday,0
13131,2021-07-01 08:00:00,2021-01-07 02:00:00,14:09:00,Kolkata,101,FIREARM OFFENSE,21,F,Other,Fire Accident,9,Yes,2021-08-03 08:00:00,2021,1,Thursday,208
13132,2021-07-02 23:00:00,2021-01-07 03:00:00,21:21:00,Delhi,331,PUBLIC INTOXICATION,43,F,Firearm,Other Crime,8,Yes,2021-07-05 23:00:00,2021,1,Thursday,179
13133,2021-07-02 23:00:00,2021-01-07 04:00:00,03:01:00,Mumbai,132,IDENTITY THEFT,56,F,Knife,Violent Crime,17,No,,2021,1,Thursday,0
13134,2021-07-02 17:00:00,2021-01-07 05:00:00,05:20:00,Nagpur,116,HOMICIDE,31,F,Other,Other Crime,4,No,,2021,1,Thursday,0
13135,2021-07-02 00:00:00,2021-01-07 06:00:00,06:46:00,Jaipur,163,ASSAULT,74,F,Explosives,Violent Crime,7,No,,2021,1,Thursday,0
13136,2021-07-02 02:00:00,2021-01-07 07:00:00,16:57:00,Chennai,356,FRAUD,66,M,Firearm,Other Crime,10,Yes,2021-08-22 02:00:00,2021,1,Thursday,226
13137,2021-07-01 21:00:00,2021-01-07 08:00:00,02:56:00,Bangalore,597,HOMICIDE,77,M,Firearm,Other Crime,10,No,,2021,1,Thursday,0
13138,2021-07-04 08:00:00,2021-01-07 09:00:00,15:55:00,Delhi,595,EXTORTION,53,F,Unknown,Other Crime,12,No,,2021,1,Thursday,0
13139,2021-07-03 19:00:00,2021-01-07 10:00:00,14:25:00,Pune,284,COUNTERFEITING,52,M,Unknown,Other Crime,10,No,,2021,1,Thursday,0
13140,2021-07-04 04:00:00,2021-01-07 11:00:00,04:26:00,Meerut,592,FIREARM OFFENSE,29,F,Poison,Fire Accident,8,Yes,2021-08-29 04:00:00,2021,1,Thursday,233
13141,2021-07-04 01:00:00,2021-01-07 12:00:00,12:12:00,Pune,581,TRAFFIC VIOLATION,67,F,Explosives,Traffic Fatality,13,No,,2021,1,Thursday,0
13142,2021-07-04 12:00:00,2021-01-07 13:00:00,03:42:00,Mumbai,596,EXTORTION,58,F,Other,Other Crime,16,No,,2021,1,Thursday,0
13143,2021-07-02 15:00:00,2021-01-07 14:00:00,03:28:00,Mumbai,366,KIDNAPPING,34,M,Explosives,Other Crime,14,Yes,2021-09-24 15:00:00,2021,1,Thursday,260
13144,2021-07-04 00:00:00,2021-01-07 15:00:00,10:41:00,Kolkata,392,FRAUD,28,M,Poison,Other Crime,5,No,,2021,1,Thursday,0
13145,2021-07-03 15:00:00,2021-01-07 16:00:00,17:07:00,Nashik,433,ASSAULT,59,F,Poison,Violent Crime,11,No,,2021,1,Thursday,0
13146,2021-07-03 02:00:00,2021-01-07 17:00:00,19:55:00,Bangalore,306,ILLEGAL POSSESSION,40,F,Knife,Other Crime,6,No,,2021,1,Thursday,0
13147,2021-07-01 23:00:00,2021-01-07 18:00:00,08:48:00,Pune,593,TRAFFIC VIOLATION,37,F,Poison,Traffic Fatality,17,Yes,2021-07-07 23:00:00,2021,1,Thursday,181
13148,2021-07-04 13:00:00,2021-01-07 19:00:00,00:21:00,Ahmedabad,190,ILLEGAL POSSESSION,20,M,Knife,Other Crime,3,No,,2021,1,Thursday,0
13149,2021-07-03 07:00:00,2021-01-07 20:00:00,10:31:00,Lucknow,551,ARSON,51,M,Unknown,Fire Accident,12,Yes,2021-09-09 07:00:00,2021,1,Thursday,244
13150,2021-07-03 22:00:00,2021-01-07 21:00:00,08:19:00,Hyderabad,256,ASSAULT,78,F,Knife,Violent Crime,13,Yes,2021-08-02 22:00:00,2021,1,Thursday,207
13151,2021-07-04 08:00:00,2021-01-07 22:00:00,05:55:00,Ludhiana,287,IDENTITY THEFT,12,F,Blunt Object,Violent Crime,13,Yes,2021-08-01 08:00:00,2021,1,Thursday,205
13152,2021-07-03 10:00:00,2021-01-07 23:00:00,20:09:00,Chennai,259,FRAUD,33,F,Unknown,Other Crime,19,Yes,2021-09-15 10:00:00,2021,1,Thursday,250
13153,2021-07-02 07:00:00,2021-02-07 00:00:00,18:37:00,Mumbai,345,FIREARM OFFENSE,50,M,Blunt Object,Fire Accident,4,Yes,2021-08-03 07:00:00,2021,2,Sunday,177
13154,2021-07-02 11:00:00,2021-02-07 01:00:00,03:56:00,Delhi,467,ASSAULT,51,M,Poison,Violent Crime,11,Yes,2021-07-21 11:00:00,2021,2,Sunday,164
13155,2021-07-03 21:00:00,2021-02-07 02:00:00,17:42:00,Visakhapatnam,425,TRAFFIC VIOLATION,64,F,Unknown,Traffic Fatality,11,Yes,2021-07-17 21:00:00,2021,2,Sunday,160
13156,2021-07-03 03:00:00,2021-02-07 03:00:00,14:36:00,Vasai,389,SEXUAL ASSAULT,41,F,Blunt Object,Violent Crime,2,Yes,2022-06-29 03:00:00,2021,2,Sunday,507
13157,2021-07-04 17:00:00,2021-02-07 04:00:00,11:06:00,Nagpur,374,ARSON,43,F,Unknown,Fire Accident,2,Yes,2021-09-20 17:00:00,2021,2,Sunday,225
13158,2021-07-03 19:00:00,2021-02-07 05:00:00,11:12:00,Mumbai,589,PUBLIC INTOXICATION,45,F,Poison,Other Crime,18,Yes,2021-07-08 19:00:00,2021,2,Sunday,151
13159,2021-07-04 11:00:00,2021-02-07 06:00:00,16:17:00,Ghaziabad,563,CYBERCRIME,24,F,Firearm,Other Crime,11,No,,2021,2,Sunday,0
13160,2021-07-03 22:00:00,2021-02-07 07:00:00,22:41:00,Delhi,494,FIREARM OFFENSE,27,F,Other,Fire Accident,10,No,,2021,2,Sunday,0
13161,2021-07-05 07:00:00,2021-02-07 08:00:00,05:13:00,Kolkata,570,PUBLIC INTOXICATION,29,M,Firearm,Other Crime,10,No,,2021,2,Sunday,0
13162,2021-07-02 17:00:00,2021-02-07 09:00:00,22:34:00,Mumbai,392,FRAUD,13,F,Firearm,Other Crime,13,Yes,2021-07-23 17:00:00,2021,2,Sunday,166
13163,2021-07-04 13:00:00,2021-02-07 10:00:00,01:46:00,Delhi,324,CYBERCRIME,36,F,Blunt Object,Other Crime,3,No,,2021,2,Sunday,0
13164,2021-07-03 21:00:00,2021-02-07 11:00:00,20:07:00,Pune,377,PUBLIC INTOXICATION,56,F,Unknown,Other Crime,17,No,,2021,2,Sunday,0
13165,2021-07-04 13:00:00,2021-02-07 12:00:00,22:12:00,Ghaziabad,398,ILLEGAL POSSESSION,76,F,Explosives,Other Crime,16,No,,2021,2,Sunday,0
13166,2021-07-04 02:00:00,2021-02-07 13:00:00,00:00:00,Patna,465,SEXUAL ASSAULT,61,F,Blunt Object,Violent Crime,14,No,,2021,2,Sunday,0
13167,2021-07-04 20:00:00,2021-02-07 14:00:00,03:38:00,Bangalore,263,SEXUAL ASSAULT,15,M,Firearm,Violent Crime,17,No,,2021,2,Sunday,0
13168,2021-07-04 12:00:00,2021-02-07 15:00:00,21:07:00,Kolkata,519,CYBERCRIME,75,M,Explosives,Other Crime,10,Yes,2021-08-15 12:00:00,2021,2,Sunday,188
13169,2021-07-05 01:00:00,2021-02-07 16:00:00,14:51:00,Pune,432,ARSON,29,M,Unknown,Fire Accident,2,No,,2021,2,Sunday,0
13170,2021-07-05 06:00:00,2021-02-07 17:00:00,04:33:00,Ahmedabad,357,SEXUAL ASSAULT,53,F,Other,Violent Crime,16,No,,2021,2,Sunday,0
13171,2021-07-05 13:00:00,2021-02-07 18:00:00,13:20:00,Nagpur,334,SHOPLIFTING,64,F,Firearm,Other Crime,17,Yes,2021-08-18 13:00:00,2021,2,Sunday,191
13172,2021-07-02 20:00:00,2021-02-07 19:00:00,00:13:00,Chennai,453,IDENTITY THEFT,33,F,Blunt Object,Violent Crime,8,No,,2021,2,Sunday,0
13173,2021-07-05 00:00:00,2021-02-07 20:00:00,04:46:00,Ghaziabad,279,DOMESTIC VIOLENCE,66,F,Unknown,Violent Crime,6,No,,2021,2,Sunday,0
13174,2021-07-03 00:00:00,2021-02-07 21:00:00,19:55:00,Mumbai,399,ROBBERY,20,M,Other,Violent Crime,17,Yes,2021-11-14 00:00:00,2021,2,Sunday,279
13175,2021-07-04 05:00:00,2021-02-07 22:00:00,22:59:00,Nagpur,528,ASSAULT,27,F,Explosives,Violent Crime,7,No,,2021,2,Sunday,0
13176,2021-07-05 17:00:00,2021-02-07 23:00:00,11:26:00,Mumbai,254,BURGLARY,53,F,Blunt Object,Other Crime,19,Yes,2021-10-03 17:00:00,2021,2,Sunday,237
13177,2021-07-04 14:00:00,2021-03-07 00:00:00,13:10:00,Delhi,341,KIDNAPPING,11,M,Other,Other Crime,12,Yes,2021-09-15 14:00:00,2021,3,Sunday,192
13178,2021-07-05 05:00:00,2021-03-07 01:00:00,21:45:00,Visakhapatnam,563,CYBERCRIME,38,M,Poison,Other Crime,17,Yes,2021-08-27 05:00:00,2021,3,Sunday,173
13179,2021-07-05 04:00:00,2021-03-07 02:00:00,08:57:00,Delhi,431,IDENTITY THEFT,23,F,Firearm,Violent Crime,14,No,,2021,3,Sunday,0
13180,2021-07-05 09:00:00,2021-03-07 03:00:00,01:06:00,Lucknow,133,BURGLARY,32,F,Firearm,Other Crime,10,Yes,2021-10-09 09:00:00,2021,3,Sunday,216
13181,2021-07-06 00:00:00,2021-03-07 04:00:00,22:10:00,Mumbai,394,DOMESTIC VIOLENCE,70,F,Knife,Violent Crime,7,No,,2021,3,Sunday,0
13182,2021-07-05 11:00:00,2021-03-07 05:00:00,17:54:00,Jaipur,379,BURGLARY,63,F,Blunt Object,Other Crime,12,Yes,2021-10-25 11:00:00,2021,3,Sunday,232
13183,2021-07-05 08:00:00,2021-03-07 06:00:00,16:02:00,Surat,320,KIDNAPPING,67,F,Knife,Other Crime,17,No,,2021,3,Sunday,0
13184,2021-07-03 16:00:00,2021-03-07 07:00:00,22:31:00,Ahmedabad,279,PUBLIC INTOXICATION,58,F,Poison,Other Crime,18,No,,2021,3,Sunday,0
13185,2021-07-03 16:00:00,2021-03-07 08:00:00,17:02:00,Kolkata,255,PUBLIC INTOXICATION,75,M,Poison,Other Crime,8,Yes,2021-07-27 16:00:00,2021,3,Sunday,142
13186,2021-07-05 07:00:00,2021-03-07 09:00:00,22:44:00,Surat,556,ROBBERY,78,F,Knife,Violent Crime,8,Yes,2021-11-18 07:00:00,2021,3,Sunday,255
13187,2021-07-04 00:00:00,2021-03-07 10:00:00,14:16:00,Bhopal,454,ARSON,45,F,Poison,Fire Accident,2,No,,2021,3,Sunday,0
13188,2021-07-06 02:00:00,2021-03-07 11:00:00,07:02:00,Pune,429,VANDALISM,78,F,Explosives,Other Crime,16,Yes,2021-07-23 02:00:00,2021,3,Sunday,137
13189,2021-07-04 01:00:00,2021-03-07 12:00:00,02:01:00,Ludhiana,525,HOMICIDE,23,F,Firearm,Other Crime,16,No,,2021,3,Sunday,0
13190,2021-07-04 06:00:00,2021-03-07 13:00:00,23:21:00,Chennai,479,BURGLARY,38,F,Unknown,Other Crime,17,No,,2021,3,Sunday,0
13191,2021-07-05 05:00:00,2021-03-07 14:00:00,05:16:00,Bangalore,359,HOMICIDE,14,M,Other,Other Crime,4,Yes,2023-04-16 05:00:00,2021,3,Sunday,769
13192,2021-07-05 08:00:00,2021-03-07 15:00:00,00:59:00,Ahmedabad,240,COUNTERFEITING,27,M,Poison,Other Crime,18,Yes,2021-08-08 08:00:00,2021,3,Sunday,153
13193,2021-07-03 17:00:00,2021-03-07 16:00:00,05:32:00,Nagpur,402,KIDNAPPING,23,F,Unknown,Other Crime,12,Yes,2021-08-05 17:00:00,2021,3,Sunday,151
13194,2021-07-04 05:00:00,2021-03-07 17:00:00,03:56:00,Hyderabad,276,EXTORTION,73,F,Blunt Object,Other Crime,12,No,,2021,3,Sunday,0
13195,2021-07-04 18:00:00,2021-03-07 18:00:00,14:44:00,Bangalore,532,ILLEGAL POSSESSION,73,M,Other,Other Crime,12,Yes,2021-07-23 18:00:00,2021,3,Sunday,138
13196,2021-07-05 05:00:00,2021-03-07 19:00:00,00:34:00,Pune,498,IDENTITY THEFT,15,F,Other,Violent Crime,17,No,,2021,3,Sunday,0
13197,2021-07-04 13:00:00,2021-03-07 20:00:00,09:55:00,Bangalore,491,CYBERCRIME,15,F,Knife,Other Crime,2,No,,2021,3,Sunday,0
13198,2021-07-04 12:00:00,2021-03-07 21:00:00,20:19:00,Bangalore,574,FIREARM OFFENSE,67,F,Blunt Object,Fire Accident,11,Yes,2021-08-25 12:00:00,2021,3,Sunday,170
13199,2021-07-06 08:00:00,2021-03-07 22:00:00,18:55:00,Hyderabad,289,ASSAULT,69,M,Poison,Violent Crime,19,No,,2021,3,Sunday,0
13200,2021-07-04 13:00:00,2021-03-07 23:00:00,13:38:00,Chennai,412,KIDNAPPING,71,M,Firearm,Other Crime,9,No,,2021,3,Sunday,0
13201,2021-07-06 12:00:00,2021-04-07 00:00:00,04:28:00,Chennai,181,ARSON,43,M,Poison,Fire Accident,12,Yes,2021-08-07 12:00:00,2021,4,Wednesday,122
13202,2021-07-04 13:00:00,2021-04-07 01:00:00,20:54:00,Bangalore,172,CYBERCRIME,76,F,Poison,Other Crime,6,No,,2021,4,Wednesday,0
13203,2021-07-04 06:00:00,2021-04-07 02:00:00,16:34:00,Lucknow,246,TRAFFIC VIOLATION,50,F,Explosives,Traffic Fatality,18,No,,2021,4,Wednesday,0
13204,2021-07-06 19:00:00,2021-04-07 03:00:00,11:44:00,Chennai,409,BURGLARY,51,F,Blunt Object,Other Crime,12,Yes,2021-10-06 19:00:00,2021,4,Wednesday,182
